City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
386,Yarmouth,US,2021-03-25 02:26:39,41.7057,-70.2286,46.99,93,90,5.75
387,San Clemente,US,2021-03-25 02:26:39,33.427,-117.612,61.0,49,1,6.02
388,Kez,RU,2021-03-25 02:26:39,57.8979,53.7152,28.96,96,100,6.04
389,Honiara,SB,2021-03-25 02:25:27,-9.4333,159.95,84.06,77,90,3.6
390,Dwarka,IN,2021-03-25 02:26:40,22.2394,68.9678,76.96,61,0,9.33
391,Muana,BR,2021-03-25 02:26:40,-1.5283,-49.2167,73.69,96,100,5.61
392,Vestmannaeyjar,IS,2021-03-25 02:26:41,63.4427,-20.2734,35.49,56,100,4.09
393,Kuliyapitiya,LK,2021-03-25 02:26:41,7.4688,80.0401,77.0,88,75,2.3
394,Mount Gambier,AU,2021-03-25 02:26:41,-37.8333,140.7667,64.4,63,75,17.27
395,Tianpeng,CN,2021-03-25 02:26:41,30.9866,103.9393,60.01,1,100,1.03
396,Ibra,OM,2021-03-25 02:24:58,22.6906,58.5334,67.33,52,6,1.19
397,Hals,DK,2021-03-25 02:26:42,56.9961,10.3081,41.0,93,75,14.97
398,Dolinsk,RU,2021-03-25 02:26:42,47.35,142.8,39.2,60,95,8.95
399,Anito,PH,2021-03-25 02:26:42,12.4497,125.2886,80.4,88,81,10.87
400,Rudnichnyy,RU,2021-03-25 02:26:43,59.617,52.4703,32.16,96,100,10.33
401,Miri,MY,2021-03-25 02:26:43,4.4148,114.0089,84.2,84,40,4.61
402,Chokurdakh,RU,2021-03-25 02:26:43,70.6333,147.9167,-10.53,94,85,6.2
403,Ayan,RU,2021-03-25 02:26:44,56.45,138.1667,16.02,53,15,10.76
404,Havelock,US,2021-03-25 02:26:44,34.8791,-76.9013,63.0,100,1,5.75
405,Thompson,CA,2021-03-25 02:26:44,55.7435,-97.8558,8.6,52,75,6.91
406,Middelburg,ZA,2021-03-25 02:26:45,-25.7751,29.4648,58.33,91,93,3.8
407,Grand-Lahou,CI,2021-03-25 02:26:45,5.1367,-5.0242,78.55,88,100,5.99
408,At-Bashi,KG,2021-03-25 02:26:45,41.1702,75.8106,26.87,55,71,1.74
409,Zalantun,CN,2021-03-25 02:26:46,48.0,122.7167,46.56,47,40,9.86
410,Port Elizabeth,ZA,2021-03-25 02:26:46,-33.918,25.5701,68.0,88,75,9.22
411,Bobrovka,RU,2021-03-25 02:26:46,54.047,61.7455,14.34,91,37,6.49
412,Hami,CN,2021-03-25 02:26:47,42.8,93.45,49.82,37,39,11.45
413,Oistins,BB,2021-03-25 02:25:02,13.0667,-59.5333,78.8,57,20,18.41
414,Kampong Thum,KH,2021-03-25 02:26:47,12.7111,104.8887,87.75,49,100,7.94
415,Itoman,JP,2021-03-25 02:26:47,26.1247,127.6694,73.0,64,20,13.8
416,Gaya,IN,2021-03-25 02:25:32,24.7833,85.0,73.4,53,1,3.44
417,Nyuksenitsa,RU,2021-03-25 02:26:48,60.4128,44.2397,34.47,93,100,11.18
418,Lancaster,US,2021-03-25 02:25:31,40.2504,-76.2499,57.2,88,90,6.91
419,Gimbi,ET,2021-03-25 02:26:48,9.1667,35.8333,60.19,69,18,3.71
420,Cedar City,US,2021-03-25 02:26:48,37.6775,-113.0619,42.8,33,1,3.78
421,Warrington,GB,2021-03-25 02:25:52,53.3925,-2.5802,46.4,87,90,8.05
422,Altay,CN,2021-03-25 02:26:49,47.8667,88.1167,27.03,57,10,4.97
423,Tanete,ID,2021-03-25 02:26:49,-3.9443,119.7848,88.11,65,100,1.21
424,Noumea,NC,2021-03-25 02:25:14,-22.2763,166.4572,88.0,48,75,5.75
425,Sapa,PH,2021-03-25 02:26:50,5.1544,120.3241,79.45,85,100,11.41
426,Taltal,CL,2021-03-25 02:26:50,-25.4,-70.4833,66.63,80,3,4.72
427,Rio Gallegos,AR,2021-03-25 02:26:50,-51.6226,-69.2181,46.4,61,0,16.11
428,Ormara,PK,2021-03-25 02:26:51,25.2088,64.6357,75.27,53,0,5.03
429,Lorengau,PG,2021-03-25 02:26:51,-2.0226,147.2712,84.51,70,74,6.91
430,Villa Carlos Paz,AR,2021-03-25 02:26:51,-31.4241,-64.4978,71.01,95,78,1.99
431,Santa Cruz De La Palma,ES,2021-03-25 02:26:52,28.6835,-17.7642,64.4,77,0,5.75
432,Constitucion,CL,2021-03-25 02:25:56,-35.3333,-72.4167,53.62,83,84,14.36
433,Tsybuliv,UA,2021-03-25 02:26:52,49.0766,29.8461,29.89,81,99,12.97
434,Madimba,TZ,2021-03-25 02:26:52,-10.4,40.3333,75.2,94,20,9.22
435,Arlit,NE,2021-03-25 02:26:53,18.7369,7.3853,72.1,12,1,9.08
436,Laizhou,CN,2021-03-25 02:26:53,37.1717,119.9214,62.08,25,0,5.46
437,Beloha,MG,2021-03-25 02:26:53,-25.1667,45.05,66.06,92,31,5.48
438,Yumen,CN,2021-03-25 02:26:54,40.2833,97.2,46.99,23,100,15.3
439,Welby,US,2021-03-25 02:26:54,39.8367,-104.9592,37.0,63,94,0.94
440,Hajipur,IN,2021-03-25 02:26:54,25.6833,85.2167,73.4,40,0,8.05
441,Exmouth,GB,2021-03-25 02:26:55,50.6172,-3.4023,44.01,93,0,1.14
442,Svetlogorsk,BY,2021-03-25 02:26:55,52.6333,29.7333,27.14,83,41,3.29
443,Kruisfontein,ZA,2021-03-25 02:26:55,-34.0033,24.7314,70.0,81,100,7.0
444,Viransehir,TR,2021-03-25 02:25:19,37.2353,39.7631,42.03,88,25,8.77
445,Sturgis,US,2021-03-25 02:26:56,41.7992,-85.4192,55.4,71,40,9.22
446,Garut,ID,2021-03-25 02:26:56,-7.2024,107.8878,77.36,76,100,0.29
447,Tabou,CI,2021-03-25 02:23:12,4.423,-7.3528,77.92,87,100,4.05
448,Hanover Park,US,2021-03-25 02:22:21,41.9995,-88.1451,48.2,87,90,9.22
449,Santiago,CL,2021-03-25 02:23:36,-33.4569,-70.6483,64.0,67,0,10.36
450,Rabo De Peixe,PT,2021-03-25 02:26:57,37.8,-25.5833,55.4,71,20,12.66
451,Newport,GB,2021-03-25 02:26:26,51.5877,-2.9984,44.01,92,3,9.46
452,Bowen,AU,2021-03-25 02:26:57,-20.0167,148.2333,91.4,58,40,5.75
453,Ishigaki,JP,2021-03-25 02:26:58,24.3448,124.1572,71.6,68,20,13.8
454,Nemuro,JP,2021-03-25 02:26:58,43.3236,145.575,50.0,62,0,4.61
455,Erfurt,DE,2021-03-25 02:26:58,50.9833,11.0333,42.01,75,0,10.36
456,Troitskoye,RU,2021-03-25 02:26:59,52.9821,84.6757,27.55,88,100,7.23
457,Saint Anthony,US,2021-03-25 02:26:59,45.0205,-93.218,41.0,75,90,8.05
458,Eseka,CM,2021-03-25 02:26:59,3.65,10.7667,70.09,96,100,2.04
459,Egersund,NO,2021-03-25 02:27:00,58.4513,5.9997,42.01,94,89,12.97
460,Pavlodar,KZ,2021-03-25 02:27:00,52.3,76.95,21.2,86,0,4.47
461,Araguacu,BR,2021-03-25 02:27:00,-12.9306,-49.8264,75.16,74,98,3.71
462,Gravelbourg,CA,2021-03-25 02:27:01,49.8834,-106.5512,42.8,39,100,5.75
463,Bathsheba,BB,2021-03-25 02:27:01,13.2167,-59.5167,78.8,57,20,18.41
464,Uige,AO,2021-03-25 02:27:01,-7.6087,15.0613,68.29,98,100,1.79
465,Tateyama,JP,2021-03-25 02:27:02,34.9833,139.8667,64.0,77,75,9.22
466,Belousovka,KZ,2021-03-25 02:27:02,50.1339,82.5239,30.2,74,75,8.95
467,Bogande,BF,2021-03-25 02:27:02,12.9714,-0.1436,81.81,15,27,11.21
468,Manati,PR,2021-03-25 02:27:03,18.4275,-66.4921,73.99,89,0,8.37
469,Hambantota,LK,2021-03-25 02:27:03,6.1241,81.1185,75.2,100,75,4.61
470,Miracema,BR,2021-03-25 02:27:03,-21.4122,-42.1967,71.17,94,13,2.86
471,Zimovniki,RU,2021-03-25 02:27:04,47.1483,42.4633,32.77,99,100,5.41
472,Rock Springs,US,2021-03-25 02:27:04,41.5875,-109.2029,33.01,47,1,17.27
473,Nizwa,OM,2021-03-25 02:27:04,22.9333,57.5333,68.79,46,8,1.28
474,Chernoyerkovskaya,RU,2021-03-25 02:27:05,45.4331,37.7686,33.8,80,100,4.47
475,Cassilandia,BR,2021-03-25 02:27:05,-19.1133,-51.7342,74.75,63,100,3.18
476,Sibolga,ID,2021-03-25 02:27:05,1.7427,98.7792,79.95,79,98,1.05
477,Ko Samui,TH,2021-03-25 02:27:06,9.5357,99.9357,82.4,78,75,6.91
478,Lasa,IT,2021-03-25 02:27:06,46.6166,10.7002,39.99,74,0,8.05
479,Maniitsoq,GL,2021-03-25 02:27:06,65.4167,-52.9,-0.78,83,100,7.2
480,Puerto Escondido,MX,2021-03-25 02:23:19,15.85,-97.0667,78.8,78,1,5.75
481,Bayan,CN,2021-03-25 02:27:07,46.0833,127.4,40.89,75,100,9.73
482,Shiliguri,IN,2021-03-25 02:27:07,26.7,88.4333,66.2,82,20,1.14
483,Kurush,RU,2021-03-25 02:27:08,41.2841,47.8345,44.6,87,75,3.44
484,Pemba,MZ,2021-03-25 02:27:08,-12.974,40.5178,77.0,94,75,6.91
485,Haubourdin,FR,2021-03-25 02:27:08,50.6083,2.9914,45.0,87,100,4.61
486,Kangaatsiaq,GL,2021-03-25 02:27:08,68.3065,-53.4641,-4.58,80,100,14.45
487,Karatau,KZ,2021-03-25 02:27:09,43.1667,70.4667,54.39,47,37,7.29
488,Fargo,US,2021-03-25 02:27:09,46.8772,-96.7898,39.99,51,1,8.05
489,Aksu,CN,2021-03-25 02:27:09,41.1231,80.2644,52.29,22,100,4.97
490,Goundam,ML,2021-03-25 02:27:10,16.4145,-3.6708,76.46,8,9,12.28
491,Asind,IN,2021-03-25 02:27:10,25.7333,74.3333,69.28,25,0,3.15
492,Mogadishu,SO,2021-03-25 02:25:36,2.0371,45.3438,77.72,77,3,13.09
493,Assiniboia,CA,2021-03-25 02:27:10,49.6334,-105.9845,42.8,39,100,5.75
494,Santa Fe,AR,2021-03-25 02:26:17,-31.6333,-60.7,75.99,87,54,1.99
495,Epe,NG,2021-03-25 02:27:11,6.5841,3.9834,78.28,82,94,6.8
496,Brighton,GB,2021-03-25 02:25:50,50.8284,-0.1395,46.0,98,100,1.01
497,Hampton,US,2021-03-25 02:22:35,37.0299,-76.3452,61.0,100,90,9.22
498,Skjervoy,NO,2021-03-25 02:27:11,70.0311,20.9714,37.99,92,100,31.97
499,Kaniama,CD,2021-03-25 02:27:12,-7.5667,24.1833,64.98,95,100,1.83
500,Samarai,PG,2021-03-25 02:27:12,-10.6167,150.6667,85.57,68,92,6.73
501,Pisco,PE,2021-03-25 02:24:52,-13.7,-76.2167,69.01,83,0,12.66
502,Quzhou,CN,2021-03-25 02:27:13,28.9594,118.8686,62.91,66,0,6.55
503,Chenzhou,CN,2021-03-25 02:27:13,25.8,113.0333,72.5,47,0,1.57
504,Tuatapere,NZ,2021-03-25 02:27:13,-46.1333,167.6833,64.0,73,8,1.99
505,Farmington,US,2021-03-25 02:27:14,36.7281,-108.2187,39.2,65,1,5.75
506,Parbatipur,BD,2021-03-25 02:24:11,25.6649,88.9247,83.25,17,6,9.44
507,Yenagoa,NG,2021-03-25 02:27:14,4.9247,6.2642,74.68,90,100,3.42
508,Vila,PT,2021-03-25 02:27:14,42.0304,-8.1588,41.0,89,100,3.31
509,Nosy Varika,MG,2021-03-25 02:27:15,-20.5833,48.5333,73.54,93,36,7.45
510,San Cristobal,VE,2021-03-25 02:27:15,7.7669,-72.225,77.0,88,40,4.61
511,Luwingu,ZM,2021-03-25 02:27:15,-10.2621,29.9271,58.98,98,25,3.18
512,Luan,CH,2021-03-25 02:27:15,46.3592,6.9759,39.99,65,0,2.3
513,Saint-Augustin,CA,2021-03-25 02:27:16,51.226,-58.6502,26.06,96,100,4.18
514,Tongren,CN,2021-03-25 02:27:16,27.7172,109.1853,59.99,75,100,2.64
515,Whitley Bay,GB,2021-03-25 02:27:16,55.0397,-1.4471,46.0,87,75,6.91
516,Berlevag,NO,2021-03-25 02:27:17,70.8578,29.0864,31.46,85,58,12.59
517,Leeton,AU,2021-03-25 02:27:17,-34.5667,146.4,71.01,64,75,11.5
518,Inuvik,CA,2021-03-25 02:27:17,68.3499,-133.7218,15.8,57,100,2.3
519,Coos Bay,US,2021-03-25 02:27:18,43.3665,-124.2179,46.99,93,90,10.36
520,Alghero,IT,2021-03-25 02:27:18,40.5589,8.3181,39.2,100,0,2.3
521,Kizukuri,JP,2021-03-25 02:27:18,40.8061,140.3861,59.0,71,75,4.61
522,Kaset Sombun,TH,2021-03-25 02:27:19,16.2805,101.9542,86.41,45,100,4.65
523,Biak,ID,2021-03-25 02:27:19,-0.9131,122.8766,81.46,73,100,0.81
524,Sarahan,IN,2021-03-25 02:27:19,31.5167,77.8,38.12,51,0,10.69
525,San Pedro,PH,2021-03-25 02:27:20,14.35,121.0167,89.01,66,20,3.44
526,Fare,PF,2021-03-25 02:27:20,-16.7,-151.0167,83.59,74,100,20.76
527,Ambunti,PG,2021-03-25 02:27:20,-4.2365,142.8448,90.21,57,100,2.3
528,Namatanai,PG,2021-03-25 02:27:21,-3.6667,152.4333,84.56,68,94,8.66
529,Katsuura,JP,2021-03-25 02:27:21,35.1333,140.3,66.0,59,75,12.66
530,Shasta Lake,US,2021-03-25 02:27:21,40.6804,-122.3708,64.4,32,1,11.5
531,Mount Pleasant,US,2021-03-25 02:26:55,32.7941,-79.8626,66.0,100,20,8.03
532,Abnub,EG,2021-03-25 02:27:22,27.2696,31.1511,66.2,37,0,12.66
533,Sambava,MG,2021-03-25 02:27:22,-14.2667,50.1667,75.45,90,6,3.94
534,Daru,PG,2021-03-25 02:27:22,-9.0763,143.2092,82.87,77,100,3.0
535,Coolum Beach,AU,2021-03-25 02:27:23,-26.5333,153.1,84.0,45,0,1.01
536,Vladeni,RO,2021-03-25 02:27:23,47.7167,26.5167,32.0,59,0,12.66
537,Coquimbo,CL,2021-03-25 02:23:16,-29.9533,-71.3436,59.0,82,0,4.61
538,Pajapan,MX,2021-03-25 02:27:23,18.25,-94.7,78.3,62,0,14.0
539,Palmas Bellas,PA,2021-03-25 02:27:24,9.2319,-80.0867,79.0,80,8,21.99
540,Belyy Yar,RU,2021-03-25 02:27:24,53.6039,91.3903,28.4,54,0,15.66
541,Avanigadda,IN,2021-03-25 02:27:24,16.0215,80.9181,77.0,83,25,4.0
542,Barcelos,PT,2021-03-25 02:27:25,41.5388,-8.6151,46.99,93,0,2.64
543,Beira,MZ,2021-03-25 02:27:25,-19.8436,34.8389,78.8,69,20,5.75
544,Manaure,CO,2021-03-25 02:27:25,11.7751,-72.4445,78.69,75,85,19.35
545,Severo-Yeniseyskiy,RU,2021-03-25 02:27:25,60.3725,93.0408,22.98,92,100,12.3
546,San Antonio,US,2021-03-25 02:23:14,29.4241,-98.4936,71.6,78,20,10.36
547,Alice Springs,AU,2021-03-25 02:24:37,-23.7,133.8833,87.01,41,0,11.5
548,Coihueco,CL,2021-03-25 02:27:26,-36.6167,-71.8333,57.2,62,100,5.75
549,Dalvik,IS,2021-03-25 02:27:26,65.9702,-18.5286,32.0,59,75,6.91
550,Dodge City,US,2021-03-25 02:27:27,37.7528,-100.0171,34.0,93,90,3.44
551,Kununurra,AU,2021-03-25 02:27:27,-15.7667,128.7333,84.2,84,100,6.91
552,Mengcheng,CN,2021-03-25 02:27:27,33.2579,116.5655,64.9,57,72,8.97
553,Beringovskiy,RU,2021-03-25 02:27:28,63.05,179.3167,17.46,80,17,3.49
554,Ngunguru,NZ,2021-03-25 02:27:28,-35.6167,174.5,75.0,63,5,5.99
555,Norsup,VU,2021-03-25 02:27:28,-16.0667,167.3833,82.53,75,91,9.06
556,Katangli,RU,2021-03-25 02:27:29,51.7102,143.2326,28.42,56,8,8.19
557,Lubumbashi,CD,2021-03-25 02:25:16,-11.6609,27.4794,61.18,98,96,3.02
558,Ostersund,SE,2021-03-25 02:27:29,63.1792,14.6357,35.6,60,100,5.75
559,Arucas,ES,2021-03-25 02:27:29,28.1198,-15.5233,75.2,25,0,6.91
560,Buala,SB,2021-03-25 02:27:30,-8.145,159.5921,86.0,65,80,5.01
561,Kysyl-Syr,RU,2021-03-25 02:27:30,63.8986,122.7617,0.36,92,79,2.82
562,Syracuse,IT,2021-03-25 02:27:30,37.0881,15.2792,45.0,87,40,11.5
563,Coahuayana,MX,2021-03-25 02:27:31,18.7333,-103.6833,68.38,69,2,1.19
564,West Wendover,US,2021-03-25 02:27:31,40.7391,-114.0733,46.4,29,1,3.44
565,Ambulu,ID,2021-03-25 02:27:31,-8.345,113.6058,83.43,73,91,0.85
566,Beauvais,FR,2021-03-25 02:27:32,49.4167,2.0,44.6,100,100,1.14
567,San Policarpo,PH,2021-03-25 02:27:32,12.1791,125.5072,81.1,84,43,12.88
568,Port-Gentil,GA,2021-03-25 02:27:32,-0.7193,8.7815,80.47,76,100,9.62
569,Kenai,US,2021-03-25 02:27:33,60.5544,-151.2583,35.6,80,40,5.75
570,Moron,AR,2021-03-25 02:27:33,-34.6534,-58.6198,75.0,73,90,3.44
571,Opuwo,NA,2021-03-25 02:27:33,-18.0607,13.84,69.46,83,98,1.52
572,Tarata,BO,2021-03-25 02:27:34,-17.6167,-66.0167,66.2,55,75,6.91
573,Cap Malheureux,MU,2021-03-25 02:27:34,-19.9842,57.6142,77.0,88,17,6.6
574,Wadi Maliz,TN,2021-03-25 02:27:34,36.4681,8.5495,41.0,93,40,1.14
575,Rockingham,US,2021-03-25 02:27:35,42.9668,-71.0995,50.0,73,100,3.51
576,Nuuk,GL,2021-03-25 02:27:35,64.1835,-51.7216,6.8,85,75,2.3
577,Mayor Pablo Lagerenza,PY,2021-03-25 02:27:35,-19.9309,-60.7718,76.23,64,11,5.26
578,Makasar,ID,2021-03-25 02:27:36,-5.14,119.4221,86.0,70,20,3.44
579,Paamiut,GL,2021-03-25 02:27:36,61.994,-49.6678,12.97,85,100,12.17
580,Rengali,IN,2021-03-25 02:27:36,21.6333,84.05,77.0,53,20,3.89
